body;score;nb_replies;stickied;author;id;post_title;post_id;post_link
Yep. Money rules politics. You don't believe the Rockefellers or The Rothschilds have any fear of government do You? ;1;0;False;Johknee5;dk2m09r;BREAKING: CIA turned every Microsoft Windows PC in the world into spyware. Can activate backdoors on demand, including via Windows update.;5y0e33;https://wikileaks.org/ciav7p1/
Shhhh... if you mention Comey, all the liberals will get bent out of shape. ;1;0;False;Johknee5;dk2m2u0;BREAKING: CIA turned every Microsoft Windows PC in the world into spyware. Can activate backdoors on demand, including via Windows update.;5y0e33;https://wikileaks.org/ciav7p1/
