body;score;nb_replies;stickied;author;id;post_title;post_id;post_link
Haha yeah... How's this meme going now then? :p;3;1;False;;du5h08v;Nothing can increase by that much and still be a good investment.;7jht7c;https://i.imgur.com/oWePY7q.jpg
Heh. ;1;0;False;benjaminikuta;du5h2tz;Nothing can increase by that much and still be a good investment.;7jht7c;https://i.imgur.com/oWePY7q.jpg
