body;score;nb_replies;stickied;author;id;post_title;post_id;post_link
Not really, the architects and laborers were all Indian, he was just a douchey foreign occupier. ;2;1;False;;dp0r8xm;Bitcoinity USD $4000 gif;6tcg99;http://i.imgur.com/TKiAJWX.gifv
Shahjahan was born in India, died in India, was 75% Rajput by blood.;1;0;False;thegodofbigthings;dp0ut3s;Bitcoinity USD $4000 gif;6tcg99;http://i.imgur.com/TKiAJWX.gifv
